sku,product_name,category,collection,material,secondary_material,color_palette,style_tags,msrp,length_cm,width_cm,height_cm,weight_kg,description,image_url,status,launch_year
SKU-0188,Nordic Frost Birch Console,Console,Nordic Frost,birch,wool,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,668.49,116.4,42.7,79.2,23.8,Slim birch console table for entryways and hallways.,https://catalog.example.com/images/SKU-0188.jpg,Active,2021
SKU-0189,Nordic Frost Wool Console II,Console,Nordic Frost,wool,steel,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,2673.5,143.5,40.1,89.4,25.3,Elegant wool console with two open shelves below.,https://catalog.example.com/images/SKU-0189.jpg,Active,2020
SKU-0190,Nordic Frost Steel Console Slim,Console,Nordic Frost,steel,birch,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2295.88,123.3,43.5,71.3,25.9,Slim steel console table for entryways and hallways.,https://catalog.example.com/images/SKU-0190.jpg,Active,2020
SKU-0191,Nordic Frost Birch Console Wide,Console,Nordic Frost,birch,wool,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,2427.13,142.2,42.3,87.6,24.3,Elegant birch console with two open shelves below.,https://catalog.example.com/images/SKU-0191.jpg,Active,2023
SKU-0192,Nordic Frost Wool Console Compact,Console,Nordic Frost,wool,steel,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2121.4,143.2,40.2,85.8,26.4,Elegant wool console with two open shelves below.,https://catalog.example.com/images/SKU-0192.jpg,Active,2023
SKU-0193,Nordic Frost Steel Console XL,Console,Nordic Frost,steel,birch,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,1865.99,131.4,38.3,71.9,26.0,Slim steel console table for entryways and hallways.,https://catalog.example.com/images/SKU-0193.jpg,Active,2023
SKU-0194,Nordic Frost Birch Desk,Desk,Nordic Frost,birch,wool,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2194.34,146.4,67.5,66.8,32.7,Spacious birch writing desk with cable management.,https://catalog.example.com/images/SKU-0194.jpg,Active,2024
SKU-0195,Nordic Frost Wool Desk II,Desk,Nordic Frost,wool,steel,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,2993.73,144.7,74.9,67.0,31.2,Standing-height adjustable wool desk for home offices.,https://catalog.example.com/images/SKU-0195.jpg,Active,2022
SKU-0196,Nordic Frost Steel Desk Slim,Desk,Nordic Frost,steel,birch,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,1611.3,146.0,77.6,68.6,30.8,Mid-century steel desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0196.jpg,Active,2020
SKU-0197,Nordic Frost Birch Desk Wide,Desk,Nordic Frost,birch,wool,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,508.76,149.4,67.8,72.9,30.5,Spacious birch writing desk with cable management.,https://catalog.example.com/images/SKU-0197.jpg,Discontinued,2021
SKU-0198,Nordic Frost Wool Desk Compact,Desk,Nordic Frost,wool,steel,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2084.33,135.7,74.4,76.3,30.2,Standing-height adjustable wool desk for home offices.,https://catalog.example.com/images/SKU-0198.jpg,Active,2022
SKU-0199,Nordic Frost Steel Desk XL,Desk,Nordic Frost,steel,birch,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,2000.25,155.5,62.0,69.3,30.1,Spacious steel writing desk with cable management.,https://catalog.example.com/images/SKU-0199.jpg,Discontinued,2020
SKU-0200,Nordic Frost Birch Nightstand,Nightstand,Nordic Frost,birch,wool,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2357.65,49.4,44.8,52.2,13.2,Petite birch nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0200.jpg,Active,2021
SKU-0201,Nordic Frost Wool Nightstand II,Nightstand,Nordic Frost,wool,steel,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,498.52,49.4,43.8,54.3,10.8,Two-drawer wool nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0201.jpg,Limited Edition,2022
SKU-0202,Nordic Frost Steel Nightstand Slim,Nightstand,Nordic Frost,steel,birch,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2052.34,44.8,40.4,60.2,13.0,Petite steel nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0202.jpg,Limited Edition,2025
SKU-0203,Nordic Frost Birch Nightstand Wide,Nightstand,Nordic Frost,birch,wool,Matte Steel / Frost Grey,scandinavian | minimalist | cool-tones,2791.87,46.1,38.7,51.4,13.4,Petite birch nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0203.jpg,Active,2021
SKU-0204,Nordic Frost Wool Nightstand Compact,Nightstand,Nordic Frost,wool,steel,Pale Birch / Arctic White,scandinavian | minimalist | cool-tones,2401.56,48.3,40.7,54.6,13.4,Two-drawer wool nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0204.jpg,Active,2024
SKU-0205,Metro Edge Steel Dining Table,Dining Table,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,336.38,224.0,105.3,75.5,47.9,Elegant steel dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0205.jpg,Discontinued,2020
SKU-0206,Metro Edge Leather Dining Table II,Dining Table,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,506.18,206.8,98.8,78.2,43.3,Elegant leather dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0206.jpg,Discontinued,2025
SKU-0207,Metro Edge Marble Dining Table Slim,Dining Table,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,1824.19,196.8,109.9,67.0,40.9,"Generously proportioned dining table for family gatherings, crafted from marble.",https://catalog.example.com/images/SKU-0207.jpg,Active,2022
SKU-0208,Metro Edge Steel Dining Table Wide,Dining Table,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,618.27,220.9,93.4,83.1,45.2,Elegant steel dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0208.jpg,Active,2020
SKU-0209,Metro Edge Steel Chair,Chair,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,708.46,52.0,56.7,92.5,7.2,Sculptural steel accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0209.jpg,Limited Edition,2021
SKU-0210,Metro Edge Leather Chair II,Chair,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,1835.65,50.4,57.1,94.8,8.2,Sculptural leather accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0210.jpg,Discontinued,2020
SKU-0211,Metro Edge Marble Chair Slim,Chair,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,2500.92,49.5,60.9,95.9,7.5,Comfortable marble dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0211.jpg,Active,2024
SKU-0212,Metro Edge Steel Chair Wide,Chair,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,1336.27,48.8,60.1,91.0,8.3,Sculptural steel accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0212.jpg,Active,2023
SKU-0213,Metro Edge Leather Chair Compact,Chair,Metro Edge,leather,marble,Black Steel / Charcoal Leather,industrial | urban | minimalist,846.9,53.8,54.4,94.1,7.3,Sculptural leather accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0213.jpg,Active,2023
SKU-0214,Metro Edge Steel Sofa,Sofa,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,730.47,201.2,103.2,81.3,61.4,Classic 3-seater steel sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0214.jpg,Active,2023
SKU-0215,Metro Edge Leather Sofa II,Sofa,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,521.68,220.8,86.0,79.7,50.0,Modular leather sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0215.jpg,Active,2021
SKU-0216,Metro Edge Marble Sofa Slim,Sofa,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,550.5,208.9,92.4,87.4,51.7,Deep-seated marble sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0216.jpg,Active,2022
SKU-0217,Metro Edge Steel Sofa Wide,Sofa,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,2810.19,210.1,101.0,85.0,55.2,Classic 3-seater steel sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0217.jpg,Active,2022
SKU-0218,Metro Edge Leather Sofa Compact,Sofa,Metro Edge,leather,marble,Black Steel / Charcoal Leather,industrial | urban | minimalist,1566.51,243.5,95.1,94.5,51.2,Deep-seated leather sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0218.jpg,Active,2020
SKU-0219,Metro Edge Steel Bookshelf,Bookshelf,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,950.87,98.3,36.3,178.7,35.3,Wall-mounted steel shelf system for books and décor.,https://catalog.example.com/images/SKU-0219.jpg,Active,2023
SKU-0220,Metro Edge Leather Bookshelf II,Bookshelf,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,530.71,94.9,37.2,174.2,34.2,Tall leather bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0220.jpg,Discontinued,2024
SKU-0221,Metro Edge Marble Bookshelf Slim,Bookshelf,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,703.77,85.4,34.0,177.9,35.4,Wall-mounted marble shelf system for books and décor.,https://catalog.example.com/images/SKU-0221.jpg,Discontinued,2025
SKU-0222,Metro Edge Steel Bookshelf Wide,Bookshelf,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,1890.47,100.3,34.1,192.7,33.6,Open-shelf steel bookcase with five adjustable tiers.,https://catalog.example.com/images/SKU-0222.jpg,Active,2021
SKU-0223,Metro Edge Steel Coffee Table,Coffee Table,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,1866.02,120.0,53.5,41.1,19.2,Round steel coffee table combining form and function.,https://catalog.example.com/images/SKU-0223.jpg,Active,2024
SKU-0224,Metro Edge Leather Coffee Table II,Coffee Table,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,1451.42,131.3,54.8,49.7,19.1,Nesting leather coffee table set for flexible living spaces.,https://catalog.example.com/images/SKU-0224.jpg,Active,2024
SKU-0225,Metro Edge Marble Coffee Table Slim,Coffee Table,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,2256.06,122.7,60.1,45.1,20.0,Round marble coffee table combining form and function.,https://catalog.example.com/images/SKU-0225.jpg,Discontinued,2022
SKU-0226,Metro Edge Steel Coffee Table Wide,Coffee Table,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,1502.44,116.2,62.5,50.2,20.4,Low-profile steel coffee table with rounded edges.,https://catalog.example.com/images/SKU-0226.jpg,Limited Edition,2025
SKU-0227,Metro Edge Steel Bed Frame,Bed Frame,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,224.94,198.2,166.0,44.5,50.9,Minimalist steel bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0227.jpg,Active,2025
SKU-0228,Metro Edge Leather Bed Frame II,Bed Frame,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,295.36,193.4,165.0,41.1,54.1,Minimalist leather bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0228.jpg,Active,2025
SKU-0229,Metro Edge Marble Bed Frame Slim,Bed Frame,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,839.26,232.6,145.0,35.4,47.8,Queen-size marble bed frame with slatted base support.,https://catalog.example.com/images/SKU-0229.jpg,Active,2023
SKU-0230,Metro Edge Steel Bed Frame Wide,Bed Frame,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,2116.93,210.1,164.3,39.7,54.2,Minimalist steel bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0230.jpg,Limited Edition,2020
SKU-0231,Metro Edge Leather Bed Frame Compact,Bed Frame,Metro Edge,leather,marble,Black Steel / Charcoal Leather,industrial | urban | minimalist,2160.46,195.3,153.3,41.6,50.3,Queen-size leather bed frame with slatted base support.,https://catalog.example.com/images/SKU-0231.jpg,Active,2021
SKU-0232,Metro Edge Marble Bed Frame XL,Bed Frame,Metro Edge,marble,steel,White Marble / Gunmetal,industrial | urban | minimalist,1459.04,202.1,154.4,42.6,52.7,Queen-size marble bed frame with slatted base support.,https://catalog.example.com/images/SKU-0232.jpg,Limited Edition,2025
SKU-0233,Metro Edge Steel Side Table,Side Table,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,1887.72,55.5,47.3,57.1,11.1,Compact steel side table with a single drawer.,https://catalog.example.com/images/SKU-0233.jpg,Active,2022
SKU-0234,Metro Edge Leather Side Table II,Side Table,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,2157.97,52.5,47.8,57.8,11.0,Round leather side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0234.jpg,Limited Edition,2022
SKU-0235,Metro Edge Marble Side Table Slim,Side Table,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,969.2,52.1,48.6,66.9,10.8,Round marble side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0235.jpg,Active,2022
SKU-0236,Metro Edge Steel Side Table Wide,Side Table,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,268.89,44.9,55.1,62.2,10.6,Round steel side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0236.jpg,Active,2021
SKU-0237,Metro Edge Leather Side Table Compact,Side Table,Metro Edge,leather,marble,Black Steel / Charcoal Leather,industrial | urban | minimalist,2508.66,55.2,52.4,54.8,10.3,Geometric leather accent table for beside your sofa.,https://catalog.example.com/images/SKU-0237.jpg,Discontinued,2021
SKU-0238,Metro Edge Steel Console,Console,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,293.68,121.4,37.4,72.3,24.0,Narrow steel console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0238.jpg,Active,2020
SKU-0239,Metro Edge Leather Console II,Console,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,2090.4,114.6,40.5,88.2,24.4,Slim leather console table for entryways and hallways.,https://catalog.example.com/images/SKU-0239.jpg,Active,2023
SKU-0240,Metro Edge Marble Console Slim,Console,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,2003.04,124.4,41.4,87.8,22.5,Elegant marble console with two open shelves below.,https://catalog.example.com/images/SKU-0240.jpg,Discontinued,2021
SKU-0241,Metro Edge Steel Console Wide,Console,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,1674.18,140.9,35.6,88.1,24.5,Narrow steel console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0241.jpg,Active,2020
SKU-0242,Metro Edge Steel Desk,Desk,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,2394.69,154.7,77.8,82.7,32.7,Spacious steel writing desk with cable management.,https://catalog.example.com/images/SKU-0242.jpg,Active,2022
SKU-0243,Metro Edge Leather Desk II,Desk,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,1767.69,154.4,67.2,74.2,31.0,Spacious leather writing desk with cable management.,https://catalog.example.com/images/SKU-0243.jpg,Discontinued,2023
SKU-0244,Metro Edge Marble Desk Slim,Desk,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,2683.39,151.8,69.5,69.5,27.2,Spacious marble writing desk with cable management.,https://catalog.example.com/images/SKU-0244.jpg,Active,2025
SKU-0245,Metro Edge Steel Desk Wide,Desk,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,1456.91,147.3,61.8,72.1,28.5,Standing-height adjustable steel desk for home offices.,https://catalog.example.com/images/SKU-0245.jpg,Limited Edition,2021
SKU-0246,Metro Edge Leather Desk Compact,Desk,Metro Edge,leather,marble,Black Steel / Charcoal Leather,industrial | urban | minimalist,649.16,153.3,75.5,75.3,27.0,Mid-century leather desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0246.jpg,Limited Edition,2020
SKU-0247,Metro Edge Steel Nightstand,Nightstand,Metro Edge,steel,leather,Black Steel / Charcoal Leather,industrial | urban | minimalist,2946.8,47.9,37.6,51.8,11.2,Floating steel nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0247.jpg,Active,2022
SKU-0248,Metro Edge Leather Nightstand II,Nightstand,Metro Edge,leather,marble,White Marble / Gunmetal,industrial | urban | minimalist,1009.55,50.9,37.7,53.1,11.2,Petite leather nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0248.jpg,Limited Edition,2020
SKU-0249,Metro Edge Marble Nightstand Slim,Nightstand,Metro Edge,marble,steel,Black Steel / Charcoal Leather,industrial | urban | minimalist,1475.38,48.9,40.0,60.2,12.6,Two-drawer marble nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0249.jpg,Active,2025
SKU-0250,Metro Edge Steel Nightstand Wide,Nightstand,Metro Edge,steel,leather,White Marble / Gunmetal,industrial | urban | minimalist,483.63,48.4,37.3,61.0,11.9,Floating steel nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0250.jpg,Active,2025
SKU-0251,Coastal Breeze Rattan Dining Table,Dining Table,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1213.83,202.4,99.3,75.7,46.8,"Sturdy rattan table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0251.jpg,Active,2021
SKU-0252,Coastal Breeze Teak Dining Table II,Dining Table,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2087.97,217.9,90.0,74.0,47.2,"Sturdy teak table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0252.jpg,Active,2024
SKU-0253,Coastal Breeze Linen Dining Table Slim,Dining Table,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,468.8,219.3,92.9,75.7,41.4,"Sturdy linen table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0253.jpg,Discontinued,2023
SKU-0254,Coastal Breeze Rattan Dining Table Wide,Dining Table,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,480.28,210.4,99.7,82.2,44.4,"Generously proportioned dining table for family gatherings, crafted from rattan.",https://catalog.example.com/images/SKU-0254.jpg,Active,2023
SKU-0255,Coastal Breeze Teak Dining Table Compact,Dining Table,Coastal Breeze,teak,linen,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,525.04,197.9,89.4,74.3,48.3,Elegant teak dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0255.jpg,Limited Edition,2020
SKU-0256,Coastal Breeze Linen Dining Table XL,Dining Table,Coastal Breeze,linen,rattan,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1277.45,211.8,101.9,66.8,43.3,"Generously proportioned dining table for family gatherings, crafted from linen.",https://catalog.example.com/images/SKU-0256.jpg,Active,2024
SKU-0257,Coastal Breeze Rattan Chair,Chair,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2812.56,61.4,54.6,85.4,7.4,Comfortable rattan dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0257.jpg,Active,2025
SKU-0258,Coastal Breeze Teak Chair II,Chair,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2937.25,61.1,53.3,98.5,7.9,Sculptural teak accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0258.jpg,Active,2023
SKU-0259,Coastal Breeze Linen Chair Slim,Chair,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,377.71,59.9,50.2,97.8,7.3,Sculptural linen accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0259.jpg,Discontinued,2023
SKU-0260,Coastal Breeze Rattan Chair Wide,Chair,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1656.2,61.3,59.4,95.5,8.9,Sculptural rattan accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0260.jpg,Active,2025
SKU-0261,Coastal Breeze Rattan Sofa,Sofa,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1700.67,213.6,88.8,84.2,50.4,Classic 3-seater rattan sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0261.jpg,Active,2025
SKU-0262,Coastal Breeze Teak Sofa II,Sofa,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2330.65,236.3,93.2,90.4,60.1,Deep-seated teak sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0262.jpg,Active,2021
SKU-0263,Coastal Breeze Linen Sofa Slim,Sofa,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,736.33,225.0,93.8,88.5,59.9,Deep-seated linen sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0263.jpg,Active,2025
SKU-0264,Coastal Breeze Rattan Sofa Wide,Sofa,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,275.07,206.0,88.6,92.4,49.1,Modular rattan sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0264.jpg,Discontinued,2022
SKU-0265,Coastal Breeze Teak Sofa Compact,Sofa,Coastal Breeze,teak,linen,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,816.36,224.0,96.8,90.6,59.2,Classic 3-seater teak sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0265.jpg,Active,2022
SKU-0266,Coastal Breeze Linen Sofa XL,Sofa,Coastal Breeze,linen,rattan,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2646.34,221.1,93.0,80.4,55.7,Classic 3-seater linen sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0266.jpg,Discontinued,2025
SKU-0267,Coastal Breeze Rattan Bookshelf,Bookshelf,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1933.08,91.2,31.2,173.3,36.2,Tall rattan bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0267.jpg,Active,2024
SKU-0268,Coastal Breeze Teak Bookshelf II,Bookshelf,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1057.39,88.0,33.3,166.3,35.3,Tall teak bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0268.jpg,Active,2021
SKU-0269,Coastal Breeze Linen Bookshelf Slim,Bookshelf,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1006.1,82.3,34.7,160.9,34.3,Wall-mounted linen shelf system for books and décor.,https://catalog.example.com/images/SKU-0269.jpg,Active,2024
SKU-0270,Coastal Breeze Rattan Bookshelf Wide,Bookshelf,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1659.48,84.4,32.5,186.3,38.5,Tall rattan bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0270.jpg,Active,2020
SKU-0271,Coastal Breeze Rattan Coffee Table,Coffee Table,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2214.07,107.1,58.2,46.1,17.8,Low-profile rattan coffee table with rounded edges.,https://catalog.example.com/images/SKU-0271.jpg,Active,2021
SKU-0272,Coastal Breeze Teak Coffee Table II,Coffee Table,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2442.25,126.5,60.8,44.8,21.8,Nesting teak coffee table set for flexible living spaces.,https://catalog.example.com/images/SKU-0272.jpg,Active,2022
SKU-0273,Coastal Breeze Linen Coffee Table Slim,Coffee Table,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2876.51,111.7,55.5,47.6,21.2,Low-profile linen coffee table with rounded edges.,https://catalog.example.com/images/SKU-0273.jpg,Active,2021
SKU-0274,Coastal Breeze Rattan Coffee Table Wide,Coffee Table,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2131.53,111.5,66.0,45.6,21.3,Nesting rattan coffee table set for flexible living spaces.,https://catalog.example.com/images/SKU-0274.jpg,Active,2023
SKU-0275,Coastal Breeze Teak Coffee Table Compact,Coffee Table,Coastal Breeze,teak,linen,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1669.9,114.5,58.0,49.1,19.8,Round teak coffee table combining form and function.,https://catalog.example.com/images/SKU-0275.jpg,Limited Edition,2023
SKU-0276,Coastal Breeze Linen Coffee Table XL,Coffee Table,Coastal Breeze,linen,rattan,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,2319.64,131.9,58.1,44.1,20.3,Round linen coffee table combining form and function.,https://catalog.example.com/images/SKU-0276.jpg,Active,2025
SKU-0277,Coastal Breeze Rattan Bed Frame,Bed Frame,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,195.23,231.9,163.0,39.2,45.8,Queen-size rattan bed frame with slatted base support.,https://catalog.example.com/images/SKU-0277.jpg,Active,2021
SKU-0278,Coastal Breeze Teak Bed Frame II,Bed Frame,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1231.54,210.0,165.9,41.8,47.1,Platform teak bed frame with integrated headboard.,https://catalog.example.com/images/SKU-0278.jpg,Active,2025
SKU-0279,Coastal Breeze Linen Bed Frame Slim,Bed Frame,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1977.83,208.0,168.9,38.6,45.7,Minimalist linen bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0279.jpg,Discontinued,2023
SKU-0280,Coastal Breeze Rattan Bed Frame Wide,Bed Frame,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,673.54,234.7,177.6,40.2,54.1,Queen-size rattan bed frame with slatted base support.,https://catalog.example.com/images/SKU-0280.jpg,Active,2025
SKU-0281,Coastal Breeze Rattan Side Table,Side Table,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2327.37,45.6,51.6,53.8,9.2,Geometric rattan accent table for beside your sofa.,https://catalog.example.com/images/SKU-0281.jpg,Active,2024
SKU-0282,Coastal Breeze Teak Side Table II,Side Table,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1448.63,51.4,52.0,61.7,10.0,Compact teak side table with a single drawer.,https://catalog.example.com/images/SKU-0282.jpg,Active,2020
SKU-0283,Coastal Breeze Linen Side Table Slim,Side Table,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,167.85,48.9,44.2,63.2,10.1,Round linen side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0283.jpg,Active,2020
